CABANG,PROPINSI,NO ORDER,TANGGAL,SUMBER,SERIES,HARGA JUAL,DISKON,JENIS BAYAR
FKH ANTANG,SULAWESISELATAN,BTDATG220500011,2022-05-07,OFFLINE,SCOOPY,21910000,0,KREDIT
FKH MOROTAI SELATAN,MALUKUUTARA,BTDMRT220500002,2022-05-07,OFFLINE,REVO,18000000,0,KREDIT
FKH BACAN,MALUKUUTARA,BTDBCN220500003,2022-05-10,OFFLINE,REVO,18000000,0,KREDIT
FKH SUNGAI LIAT,KEPULAUANBANGKABELIT,BTDSNL220500007,2022-05-07,OFFLINE,BEAT,19660000,0,KREDIT
FKH LAHAT,SUMATERASELATAN,BTDLHT220500002,2022-05-07,OFFLINE,VARIO 160,27250000,0,KREDIT
FKH PRABUMULIH,SUMATERASELATAN,BTDPBM220500001,2022-05-07,OFFLINE,CRF150L,36160000,0,KREDIT
FKH PUTUSSIBAU,KALIMANTANBARAT,BTDPSU220500012,2022-05-07,OFFLINE,BEAT,20480000,0,KREDIT
FKH PRABUMULIH,SUMATERASELATAN,BTDPBM220400061,2022-05-07,OFFLINE,BEAT,19375000,0,KREDIT
FKHPARITTANJUNGPANDAN,KEPULAUANBANGKABELIT,BTDPRT220500004,2022-05-07,OFFLINE,SCOOPY,24756000,0,KREDIT
FKH RANGKUI,KEPULAUANBANGKABELIT,BTDRKI220500003,2022-05-07,OFFLINE,GENIO,21213000,0,KREDIT
FKH JAMBI,JAMBI,BTDJMB220400164,2022-05-07,OFFLINE,BEAT,16365000,0,KREDIT
FKH KUPANG,NUSATENGGARATIMUR,BTDKPG220500006,2022-05-06,OFFLINE,VARIO 160,27960000,0,KREDIT
FKH ROTE,NUSATENGGARATIMUR,BTDRTE220500004,2022-05-06,OFFLINE,BEAT,19484000,0,KREDIT
FKH NANGA PINOH,KALIMANTANBARAT,BTDNPH220500008,2022-05-07,OFFLINE,REVO,17180000,0,KREDIT
FKH SEKAYU,SUMATERASELATAN,BTDSKY220500006,2022-05-06,OFFLINE,BEAT,20115000,0,KREDIT
FKH SEKAYU,SUMATERASELATAN,BTDSKY220500009,2022-05-06,OFFLINE,BEAT,20115000,0,KREDIT
FKH TAMAFKHARI,KEPULAUANBANGKABELIT,BTDTMS220500003,2022-05-07,OFFLINE,BEAT,19660000,0,KREDIT
FKH TANJUNG,KALIMANTANSELATAN,BTDTJG220500005,2022-05-07,ONLINE,GENIO,19313000,0,KREDIT
FKH WAINGAPU,NUSATENGGARATIMUR,BTDWGP220500001,2022-05-06,OFFLINE,BEAT,20254000,0,KREDIT
FKH MANADO,SULAWESIUTARA,BTDMDO220500016,2022-05-10,ONLINE,PCX160,33270000,0,KREDIT
FKH BACAN,MALUKUUTARA,BTDBCN220400098,2022-05-10,OFFLINE,BEAT,20350000,0,KREDIT
FKH PUTUSSIBAU,KALIMANTANBARAT,BTDPSU220500011,2022-05-07,OFFLINE,CB150R,31530000,0,KREDIT
FKH SAWAH BESAR,DKIJAKARTA,BTDSWB220500001,2022-05-07,OFFLINE,VARIO 160,25962000,0,KREDIT
FKH BONE,SULAWESISELATAN,BTDBNE220500004,2022-05-07,OFFLINE,VARIO 160,26530000,0,KREDIT
FKH NUNUKAN,KALIMANTANUTARA,BTDNUK220500005,2022-05-07,ONLINE,SCOOPY,22990000,0,KREDIT
FKH SINGKAWANG,KALIMANTANBARAT,BTDSKW220500003,2022-05-07,OFFLINE,BEAT,20480000,0,KREDIT
FKH PAGAR ALAM,SUMATERASELATAN,BTDPGA220500004,2022-05-07,OFFLINE,GENIO,19890000,0,KREDIT
FKH TANJUNG PANDAN,KEPULAUANBANGKABELIT,BTDTJP220500008,2022-05-07,OFFLINE,SCOOPY,24756000,0,KREDIT
FKH TANJUNG PANDAN,KEPULAUANBANGKABELIT,BTDTJP220500004,2022-05-07,OFFLINE,VARIO 160,29622000,0,KREDIT
FKH JAMBI,JAMBI,BTDJMB220400116,2022-05-07,OFFLINE,PCX160,33810000,0,KREDIT
FKH SOE,NUSATENGGARATIMUR,BTDSOE220300039,2022-05-07,OFFLINE,REVO,17490000,0,KREDIT
FKH SOE,NUSATENGGARATIMUR,BTDSOE220400032,2022-05-09,OFFLINE,REVO,17490000,0,KREDIT
FKH ATAMBUA,NUSATENGGARATIMUR,BTDATB220500007,2022-05-07,OFFLINE,REVO,17490000,0,KREDIT
FKH SUNGAI LIAT,KEPULAUANBANGKABELIT,BTDSNL220500001,2022-05-07,OFFLINE,SCOOPY,24074000,0,KREDIT
FKH ATAMBUA,NUSATENGGARATIMUR,BTDATB220500011,2022-05-07,OFFLINE,BEAT,20235000,0,KREDIT
FKH JAILOLO,MALUKUUTARA,BTDJLO220500004,2022-05-07,OFFLINE,REVO,17850000,0,KREDIT
FKH BACAN,MALUKUUTARA,BTDBCN220500006,2022-05-10,OFFLINE,BEAT,21250000,0,KREDIT
FKH CAKRANEGARA,NUSATENGGARABARAT,BTDCNG220500001,2022-05-11,OFFLINE,GENIO,20045000,0,KREDIT
FKH AMURANG,SULAWESIUTARA,BTDAMR220500006,2022-05-07,OFFLINE,GENIO,20670000,0,KREDIT
FKH AMUNTAI,KALIMANTANSELATAN,BTDAMT220500006,2022-05-07,OFFLINE,SCOOPY,22479000,0,KREDIT
FKH WAINGAPU,NUSATENGGARATIMUR,BTDWGP220500002,2022-05-07,OFFLINE,VARIO 125,24399000,0,KREDIT
FKH SUKABUMI,JAWABARAT,BTDSKB220500014,2022-05-07,OFFLINE,GENIO,18300000,0,KREDIT
FKH SINJAI,SULAWESISELATAN,BTDSNJ220400027,2022-05-07,OFFLINE,SCOOPY,22110000,0,KREDIT
FKH KOTAMOBAGU,SULAWESIUTARA,BTDKMB220500006,2022-05-07,OFFLINE,REVO,18300000,0,KREDIT
FKH CIBADAK,JAWABARAT,BTDCBD220500003,2022-05-07,OFFLINE,CBR 150R,41075000,0,KREDIT
FKH CIANJUR,JAWABARAT,BTDCJR220500007,2022-05-07,OFFLINE,SCOOPY,21125000,0,KREDIT
FKH BANJARMASIN,KALIMANTANSELATAN,BTDBJM220500005,2022-05-07,OFFLINE,SCOOPY,21005000,0,KREDIT
FKH TANGERANG,BANTEN,BTDTGR220500007,2022-05-12,OFFLINE,BEAT,18441000,0,KREDIT
FKH SAMARINDA,KALIMANTANTIMUR,BTDSRI220500002,2022-05-07,OFFLINE,GENIO,20810000,0,KREDIT
FKH BONE,SULAWESISELATAN,BTDBNE220400208,2022-05-07,OFFLINE,VARIO 160,29250000,0,KREDIT
FKH ILIR BARAT I,SUMATERASELATAN,BTDILB220400036,2022-05-09,OFFLINE,BEAT,19515000,0,KREDIT
FKH KEFA,NUSATENGGARATIMUR,BTDKFA220500006,2022-05-07,OFFLINE,BEAT,19484000,0,KREDIT
FKH PALOPO,SULAWESISELATAN,BTDPLP220400129,2022-05-07,OFFLINE,BEAT,19220000,0,KREDIT
FKH BONE,SULAWESISELATAN,BTDBNE220500001,2022-05-07,OFFLINE,GENIO,20404000,0,KREDIT
FKH BENGKULU,BENGKULU,BTDBKL220500007,2022-05-07,OFFLINE,BEAT,18045000,0,KREDIT
FKH SAWAH BESAR,DKIJAKARTA,BTDSWB220500007,2022-05-07,OFFLINE,VARIO 160,28662000,0,KREDIT
FKH TUAL,MALUKU,BTDTUL220500002,2022-05-07,OFFLINE,SUPRA GTR 150,31780000,0,KREDIT
FKH SUKABUMI,JAWABARAT,BTDSKB220500028,2022-05-10,OFFLINE,VARIO 160,28975000,0,KREDIT
FKH NUNUKAN,KALIMANTANUTARA,BTDNUK220500008,2022-05-09,OFFLINE,BEAT,19510000,0,KREDIT
FKH SUKARAMI,SUMATERASELATAN,BTDSKM220400071,2022-05-07,OFFLINE,SCOOPY,22850000,0,KREDIT
FKH ANTANG,SULAWESISELATAN,BTDATG220400107,2022-05-09,OFFLINE,SCOOPY,22720000,0,KREDIT
FKH PAGAR ALAM,SUMATERASELATAN,BTDPGA220500005,2022-05-07,OFFLINE,SCOOPY,23350000,0,KREDIT
FKH SANGATTA UTARA,KALIMANTANTIMUR,BTDSGT220500003,2022-05-07,OFFLINE,PCX160,37716000,0,KREDIT
FKH TANJUNG,KALIMANTANSELATAN,BTDTJG220500006,2022-05-10,ONLINE,SCOOPY,22479000,0,KREDIT
FKH KUPANG,NUSATENGGARATIMUR,BTDKPG220500009,2022-05-07,OFFLINE,BEAT,19439000,0,KREDIT
FKH WAINGAPU,NUSATENGGARATIMUR,BTDWGP220500003,2022-05-07,OFFLINE,SCOOPY,22771000,0,KREDIT
FKHPARITTANJUNGPANDAN,KEPULAUANBANGKABELIT,BTDPRT220500005,2022-05-07,OFFLINE,BEAT,20925000,0,KREDIT
FKH KAPUAS MURUNG,KALIMANTANTENGAH,BTDKPM220500001,2022-05-09,OFFLINE,CB150R,31175000,0,KREDIT
FKH SUNGAI LIAT,KEPULAUANBANGKABELIT,BTDSNL220500008,2022-05-07,OFFLINE,BEAT,19831000,0,KREDIT
FKHWAITABULA,NUSATENGGARATIMUR,BTDWTB220500002,2022-05-09,OFFLINE,VARIO 125,24399000,0,KREDIT
FKH MANADO,SULAWESIUTARA,BTDMDO220500006,2022-05-09,OFFLINE,BEAT,19200000,0,KREDIT
FKH TERNATE,MALUKUUTARA,BTDTTE220500006,2022-05-10,OFFLINE,BEAT,20750000,0,KREDIT
FKH SIMBORO,SULAWESIBARAT,BTDSBR220500003,2022-05-07,OFFLINE,BEAT,19320000,0,KREDIT
FKH TERNATE,MALUKUUTARA,BTDTTE220500008,2022-05-10,OFFLINE,VARIO 160,30820000,0,KREDIT
FKH TOBELO,MALUKUUTARA,BTDTBL220500004,2022-05-09,OFFLINE,REVO,18000000,0,KREDIT
FKH BONE,SULAWESISELATAN,BTDBNE220400167,2022-05-09,OFFLINE,SCOOPY,22110000,0,KREDIT
FKH KLUNGKUNG,BALI,BTDKLG220500015,2022-05-07,OFFLINE,SCOOPY,21940000,0,KREDIT
FKH KAPUAS,KALIMANTANTENGAH,BTDPUA220500007,2022-05-09,OFFLINE,VARIO 160,29711000,0,KREDIT
FKH MAKASSAR,SULAWESISELATAN,BTDMKS220500010,2022-05-07,OFFLINE,VARIO 160,29250000,0,KREDIT
FKH TANJUNG PANDAN,KEPULAUANBANGKABELIT,BTDTJP220500005,2022-05-09,OFFLINE,SCOOPY,24756000,0,KREDIT
BABAT TOMAN,SUMATERASELATAN,BTDBBT220500002,2022-05-07,OFFLINE,REVO,18430000,0,KREDIT
FKH KOTAMOBAGU,SULAWESIUTARA,BTDKMB220500005,2022-05-07,OFFLINE,VARIO 160,29885000,0,KREDIT
FKH BACAN,MALUKUUTARA,BTDBCN220400092,2022-05-10,OFFLINE,CBR 150R,40600000,0,KREDIT
FKH GRONG GRONG,ACEH,BTDGRG220500007,2022-05-07,OFFLINE,SCOOPY,21866000,0,KREDIT
FKH BONE,SULAWESISELATAN,BTDBNE220500021,2022-05-09,OFFLINE,BEAT,19580000,0,KREDIT
FKH TAMAFKHARI,KEPULAUANBANGKABELIT,BTDTMS220500004,2022-05-07,OFFLINE,VARIO 160,27890000,0,KREDIT
FKH NUNUKAN,KALIMANTANUTARA,BTDNUK220500009,2022-05-07,OFFLINE,SCOOPY,22990000,0,KREDIT
FKH DENPASAR,BALI,BTDDPR220500011,2022-05-09,OFFLINE,SCOOPY,22740000,0,KREDIT
FKH TERNATE,MALUKUUTARA,BTDTTE220500009,2022-05-10,OFFLINE,GENIO,20940000,0,KREDIT
FKH LUENG BATA,ACEH,BTDLUB220300006,2022-05-09,OFFLINE,SCOOPY,22963000,0,KREDIT
FKH SOPPENG,SULAWESISELATAN,BTDSPG220500009,2022-05-07,OFFLINE,BEAT,19760000,0,KREDIT
FKH KEFA,NUSATENGGARATIMUR,BTDKFA220500009,2022-05-09,OFFLINE,BEAT,20114000,0,KREDIT
FKH TUAL,MALUKU,BTDTUL220500003,2022-05-07,OFFLINE,BEAT,22320000,0,KREDIT
FKH BONE,SULAWESISELATAN,BTDBNE220500023,2022-05-07,OFFLINE,GENIO,20590000,0,KREDIT
FKH FKH GERUNGGANG,KEPULAUANBANGKABELIT,BTDGRN220500002,2022-05-07,OFFLINE,VARIO 160,28174749,0,KREDIT
FKH SOE,NUSATENGGARATIMUR,BTDSOE220300035,2022-05-10,OFFLINE,REVO,17490000,0,KREDIT
FKH PRINGSEWU,LAMPUNG,BTDPSW220500014,2022-05-09,OFFLINE,BEAT,18010500,0,KREDIT
FKH MALINAU,KALIMANTANUTARA,BTDMLU220500007,2022-05-07,OFFLINE,BEAT,19280000,0,KREDIT
FKH TERNATE TENGAH,MALUKUUTARA,BTDTNT220500004,2022-05-09,OFFLINE,CRF150L,37550000,0,KREDIT
FKH KEFA,NUSATENGGARATIMUR,BTDKFA220500013,2022-05-09,OFFLINE,BEAT,20235000,0,KREDIT
FKH BONE,SULAWESISELATAN,BTDBNE220500022,2022-05-09,OFFLINE,BEAT,19200000,0,KREDIT
FKHMAULAFA,NUSATENGGARATIMUR,BTDMLF220500004,2022-05-09,OFFLINE,BEAT,19789000,0,KREDIT
FKH SAROLANGUN,JAMBI,BTDSRO220500002,2022-05-07,OFFLINE,REVO,14470000,0,KREDIT
FKH GORONTALO,GORONTALO,BTDGRT220500004,2022-05-09,OFFLINE,VARIO 160,30385000,0,KREDIT
FKH TANJUNG PANDAN,KEPULAUANBANGKABELIT,BTDTJP220500011,2022-05-09,OFFLINE,SCOOPY,24756000,0,KREDIT
FKH SUNGAI LIAT,KEPULAUANBANGKABELIT,BTDSNL220500009,2022-05-09,ONLINE,BEAT,19731000,0,KREDIT
FKH BENGKULU,BENGKULU,BTDBKL220500011,2022-05-09,OFFLINE,BEAT,18775000,0,KREDIT
FKH BETUN,NUSATENGGARATIMUR,BTDBTN220500009,2022-05-09,OFFLINE,BEAT,20235000,0,KREDIT
FKH KOTA TENGAH,GORONTALO,BTDKOT220500006,2022-05-09,OFFLINE,BEAT,20600000,0,KREDIT
FKH NUNUKAN,KALIMANTANUTARA,BTDNUK220500011,2022-05-07,OFFLINE,SCOOPY,23790000,0,KREDIT
FKH DENPASAR,BALI,BTDDPR220500014,2022-05-09,OFFLINE,PCX160,35500000,0,KREDIT
FKH SOE,NUSATENGGARATIMUR,BTDSOE220500009,2022-05-09,OFFLINE,BEAT,20235000,0,KREDIT
FKH DENPASAR,BALI,BTDDPR220500006,2022-05-09,OFFLINE,SCOOPY,22740000,0,KREDIT
FKH SOE,NUSATENGGARATIMUR,BTDSOE220500010,2022-05-10,OFFLINE,REVO,17490000,0,KREDIT
FKH SIANTAN,KALIMANTANBARAT,BTDSNT220500004,2022-05-09,OFFLINE,REVO,18340000,0,KREDIT
FKH ATAMBUA,NUSATENGGARATIMUR,BTDATB220500016,2022-05-09,OFFLINE,BEAT,20235000,0,KREDIT
FKHPARITTANJUNGPANDAN,KEPULAUANBANGKABELIT,BTDPRT220500006,2022-05-07,OFFLINE,SCOOPY,24756000,0,KREDIT
FKH GORONTALO,GORONTALO,BTDGTO220300026,2022-05-11,OFFLINE,SCOOPY,22320000,0,KREDIT
FKH SANGATTA UTARA,KALIMANTANTIMUR,BTDSGT220500004,2022-05-07,OFFLINE,CB150X,34990000,0,KREDIT
FKH SUKARAMI,SUMATERASELATAN,BTDSKM220500005,2022-05-09,OFFLINE,REVO,16240000,0,KREDIT
FKH BACAN,MALUKUUTARA,BTDBCN220500013,2022-05-10,OFFLINE,VARIO 160,31320000,0,KREDIT
FKH ANTANG,SULAWESISELATAN,BTDATG220400108,2022-05-09,OFFLINE,GENIO,19970000,0,KREDIT
FKH BONE,SULAWESISELATAN,BTDBNE220400141,2022-05-10,OFFLINE,SCOOPY,22970000,0,KREDIT
FKH AMUNTAI,KALIMANTANSELATAN,BTDAMT220500009,2022-05-09,OFFLINE,REVO,17522000,0,KREDIT
FKH SINTANG,KALIMANTANBARAT,BTDSTG220500008,2022-05-09,OFFLINE,REVO,17180000,0,KREDIT
FKH TERNATE,MALUKUUTARA,BTDTTE220400208,2022-05-10,OFFLINE,BEAT,19850000,0,KREDIT
FKH SUNGAI LIAT,KEPULAUANBANGKABELIT,BTDSNL220500010,2022-05-09,ONLINE,VARIO 160,27890000,0,KREDIT
FKH TANJUNG PANDAN,KEPULAUANBANGKABELIT,BTDTJP220500010,2022-05-09,OFFLINE,SCOOPY,24756000,0,KREDIT
FKH MAKASSAR,SULAWESISELATAN,BTDMKS220500021,2022-05-09,OFFLINE,SCOOPY,21910000,0,KREDIT
FKH BACAN,MALUKUUTARA,BTDBCN220500008,2022-05-10,OFFLINE,REVO,19800000,0,KREDIT
FKH SANGATTA UTARA,KALIMANTANTIMUR,BTDSGT220500005,2022-05-09,OFFLINE,VARIO 160,31570000,0,KREDIT
FKH KEFA,NUSATENGGARATIMUR,BTDKFA220500012,2022-05-09,OFFLINE,BEAT,20235000,0,KREDIT
FKH MALINAU,KALIMANTANUTARA,BTDMLU220500009,2022-05-09,OFFLINE,REVO,18670000,0,KREDIT
FKH SEKAYU,SUMATERASELATAN,BTDSKY220500016,2022-05-07,OFFLINE,REVO,18430000,0,KREDIT
FKH BANGGAE TIMUR,SULAWESIBARAT,BTDMJN220500008,2022-05-09,OFFLINE,SCOOPY,22310000,0,KREDIT
FKH PAGAR ALAM,SUMATERASELATAN,BTDPGA220500007,2022-05-09,OFFLINE,SCOOPY,23350000,0,KREDIT
FKH BENGKULU,BENGKULU,BTDBKL220400164,2022-05-09,OFFLINE,BEAT,18135000,0,KREDIT
FKH BACAN,MALUKUUTARA,BTDBCN220500014,2022-05-10,OFFLINE,VARIO 160,31320000,0,KREDIT
FKH TANJUNG,KALIMANTANSELATAN,BTDTJG220500007,2022-05-09,ONLINE,GENIO,18777000,0,KREDIT
FKH TANJUNG,KALIMANTANSELATAN,BTDTJG220500008,2022-05-09,ONLINE,GENIO,18777000,0,KREDIT
FKH BACAN,MALUKUUTARA,BTDBCN220500011,2022-05-10,OFFLINE,REVO,18000000,0,KREDIT
FKH FKHC PONDOK KELAPA,BENGKULU,BTDPDK220400020,2022-05-09,OFFLINE,BEAT,18135000,0,KREDIT
FKH KOTAMOBAGU,SULAWESIUTARA,BTDKMB220500003,2022-05-07,OFFLINE,PCX160,35900000,0,KREDIT
FKH TANJUNG PANDAN,KEPULAUANBANGKABELIT,BTDTJP220500009,2022-05-09,OFFLINE,SCOOPY,24756000,0,KREDIT
FKH TOBELO,MALUKUUTARA,BTDTBL220500007,2022-05-09,OFFLINE,CBR 150R,40010000,0,KREDIT
FKH KOTA TIMUR,GORONTALO,BTDKTR220500009,2022-05-11,OFFLINE,BEAT,19800000,0,KREDIT
FKH BACAN,MALUKUUTARA,BTDBCN220500002,2022-05-10,OFFLINE,BEAT,21250000,0,KREDIT
FKH GORONTALO,GORONTALO,BTDGTO220500008,2022-05-09,OFFLINE,BEAT,19800000,0,KREDIT
FKH BACAN,MALUKUUTARA,BTDBCN220500001,2022-05-11,OFFLINE,SUPRA GTR 150,27160000,0,KREDIT
FKH SUMBAWA,NUSATENGGARABARAT,BTDSBW220500013,2022-05-09,OFFLINE,ADV 150,40050000,0,KREDIT
FKHC PEMALI,KEPULAUANBANGKABELIT,BTDPEM220500002,2022-05-09,ONLINE,BEAT,19831000,0,KREDIT
FKH KEPULAUAN SULA,MALUKUUTARA,BTDKKS220500003,2022-05-10,OFFLINE,REVO,18700000,0,KREDIT
FKH TERNATE,MALUKUUTARA,BTDTTE220500012,2022-05-10,OFFLINE,BEAT,19850000,0,KREDIT
FKH PAREPARE,SULAWESISELATAN,BTDPRE220400094,2022-05-09,OFFLINE,SCOOPY,22920000,0,KREDIT
FKH BONTANG,KALIMANTANTIMUR,BTDBTA220500004,2022-05-09,OFFLINE,BEAT,19770000,0,KREDIT
FKH MAMASA,SULAWESIBARAT,BTDMMS220500001,2022-05-09,OFFLINE,BEAT,19125000,0,KREDIT
FKH MANGGAR,KEPULAUANBANGKABELIT,BTDMGR220400212,2022-05-09,OFFLINE,SCOOPY,24756000,0,KREDIT
FKH MANGGAR,KEPULAUANBANGKABELIT,BTDMGR220400217,2022-05-09,OFFLINE,PCX160,34811000,0,KREDIT
FKH BONTANG,KALIMANTANTIMUR,BTDBTA220500006,2022-05-09,OFFLINE,VARIO 125,23910000,0,KREDIT
FKH TANJUNG PANDAN,KEPULAUANBANGKABELIT,BTDTJP220500007,2022-05-10,OFFLINE,SCOOPY,24756000,0,KREDIT
FKH SOPPENG,SULAWESISELATAN,BTDSPG220500011,2022-05-09,OFFLINE,SCOOPY,22160000,0,KREDIT
FKH WAJO,SULAWESISELATAN,BTDWJO220500012,2022-05-09,OFFLINE,SCOOPY,21910000,0,KREDIT
FKH PAGAR ALAM,SUMATERASELATAN,BTDPGA220500008,2022-05-09,OFFLINE,SCOOPY,22540000,0,KREDIT
FKH WAJO,SULAWESISELATAN,BTDWJO220500009,2022-05-09,ONLINE,SCOOPY,22720000,0,KREDIT
FKH WAJO,SULAWESISELATAN,BTDWJO220400046,2022-05-09,OFFLINE,SCOOPY,22720000,0,KREDIT
FKH TANJUNG,KALIMANTANSELATAN,BTDTJG220500009,2022-05-09,OFFLINE,SCOOPY,22479000,0,KREDIT
FKH LOA JANAN ILIR(DLR)1,KALIMANTANTIMUR,BTDLJI220300009,2022-05-11,OFFLINE,SCOOPY,23020000,0,KREDIT
FKH LOA JANAN ILIR(DLR)1,KALIMANTANTIMUR,BTDLJI220400088,2022-05-09,OFFLINE,PCX160,33830000,0,KREDIT
FKH KAPUAS,KALIMANTANTENGAH,BTDPUA220500019,2022-05-09,OFFLINE,SUPRAX125,20832000,0,KREDIT
FKH PRINGSEWU,LAMPUNG,BTDPSW220500015,2022-05-10,OFFLINE,BEAT,18010500,0,KREDIT
FKH MANNA,BENGKULU,BTDMNA220400039,2022-05-09,OFFLINE,BEAT,18480000,0,KREDIT
FKH JAMBI,JAMBI,BTDJMB220500001,2022-05-09,OFFLINE,REVO,14470000,0,KREDIT
FKH AMURANG,SULAWESIUTARA,BTDAMR220500005,2022-05-09,OFFLINE,VARIO 160,29885000,0,KREDIT
FKH AMURANG,SULAWESIUTARA,BTDAMR220500008,2022-05-09,OFFLINE,BEAT,20100000,0,KREDIT
FKH TANJUNG PANDAN,KEPULAUANBANGKABELIT,BTDTJP220500012,2022-05-09,OFFLINE,REVO,20052000,0,KREDIT
FKH MANNA,BENGKULU,BTDMNA220400045,2022-05-09,OFFLINE,SCOOPY,21615000,0,KREDIT
FKH PANGKAL BALAM,KEPULAUANBANGKABELIT,BTDPGB220400016,2022-05-10,OFFLINE,BEAT,19660000,0,KREDIT
FKHSAKO2,SUMATERASELATAN,BTDSAO220500009,2022-05-09,OFFLINE,VARIO 160,29470000,0,KREDIT
FKH PANGKAL PINANG,KEPULAUANBANGKABELIT,BTDPGK220500008,2022-05-09,OFFLINE,BEAT,19660000,0,KREDIT
FKH TERNATE,MALUKUUTARA,BTDTTE220400194,2022-05-11,OFFLINE,SCOOPY,23150000,0,KREDIT
FKH MAKALE,SULAWESISELATAN,BTDMKL220500015,2022-05-10,OFFLINE,VARIO 125,23650000,0,KREDIT
FKH MAMUJU,SULAWESIBARAT,BTDMMJ220500002,2022-05-10,ONLINE,BEAT,19325000,0,KREDIT
FKH TERNATE,MALUKUUTARA,BTDTTE220500017,2022-05-10,ONLINE,BEAT,19850000,0,KREDIT
FKH PALOPO,SULAWESISELATAN,BTDPLP220500009,2022-05-09,OFFLINE,REVO,16520000,0,KREDIT
FKH TERNATE,MALUKUUTARA,BTDTTE220500016,2022-05-10,ONLINE,VARIO 160,30820000,0,KREDIT
FKH BENGKULU,BENGKULU,BTDBKL220500016,2022-05-09,OFFLINE,GENIO,20045000,0,KREDIT
FKH BETUN,NUSATENGGARATIMUR,BTDBTN220500010,2022-05-10,OFFLINE,REVO,17490000,0,KREDIT
FKH TERNATE,MALUKUUTARA,BTDTTE220400195,2022-05-10,OFFLINE,SCOOPY,23150000,0,KREDIT
FKH SAMARINDA,KALIMANTANTIMUR,BTDSRI220500011,2022-05-09,OFFLINE,VARIO 125,23910000,0,KREDIT
FKH BONTANG,KALIMANTANTIMUR,BTDBTA220500009,2022-05-09,OFFLINE,VARIO 160,28440000,0,KREDIT
FKH MAKASSAR,SULAWESISELATAN,BTDMKS220500028,2022-05-10,OFFLINE,BEAT,18880000,0,KREDIT
FKH SANGATTA UTARA,KALIMANTANTIMUR,BTDSGT220500006,2022-05-09,OFFLINE,SCOOPY,23020000,0,KREDIT
FKH SINJAI,SULAWESISELATAN,BTDSNJ220400024,2022-05-13,OFFLINE,VARIO 125,23740000,0,KREDIT
FKH DARUSSALAM,ACEH,BTDDRS220200017,2022-05-09,OFFLINE,SCOOPY,21866000,0,KREDIT
FKH MANGGAR,KEPULAUANBANGKABELIT,BTDMGR220400196,2022-05-09,OFFLINE,SCOOPY,24756000,0,KREDIT
FKH TERNATE UTARA,MALUKUUTARA,BTDTTU220400094,2022-05-10,OFFLINE,GENIO,20940000,0,KREDIT
FKH JAMBI,JAMBI,BTDJMB220500003,2022-05-10,OFFLINE,REVO,14470000,0,KREDIT
FKH KARAWANG,JAWABARAT,BTDKRW220500011,2022-05-09,OFFLINE,VARIO 160,26250000,0,KREDIT
FKH BIRINGKANAYA,SULAWESISELATAN,BTDBRK220400037,2022-05-10,OFFLINE,SCOOPY,22720000,0,KREDIT
FKH BONTANG,KALIMANTANTIMUR,BTDBTA220500011,2022-05-09,OFFLINE,SUPRAX125,21060000,0,KREDIT
FKH MAMUJU,SULAWESIBARAT,BTDMMJ220500001,2022-05-10,ONLINE,BEAT,19180000,0,KREDIT
FKH BANJARMASIN,KALIMANTANSELATAN,BTDBJM220500008,2022-05-10,OFFLINE,GENIO,18777000,0,KREDIT
FKH JOHAR BARU,DKIJAKARTA,BTDJHB220500001,2022-05-10,OFFLINE,VARIO 125,22896000,0,KREDIT
FKH PUTUSSIBAU,KALIMANTANBARAT,BTDPSU220500013,2022-05-10,OFFLINE,GENIO,19970000,0,KREDIT
FKH LAPPARIAJA,SULAWESISELATAN,BTDLPR220500005,2022-05-12,OFFLINE,VARIO 125,22100000,0,KREDIT
FKH PUTUSSIBAU,KALIMANTANBARAT,BTDPSU220500014,2022-05-10,OFFLINE,SCOOPY,22800000,0,KREDIT
FKH TOBELO,MALUKUUTARA,BTDTBL220500013,2022-05-10,OFFLINE,BEAT,21350000,0,KREDIT
FKH MEDAN HELVETIA,SUMATERAUTARA,BTDMDH220400045,2022-05-10,OFFLINE,VARIO 160,26110000,0,KREDIT
FKH ROTE,NUSATENGGARATIMUR,BTDRTE220500006,2022-05-09,OFFLINE,VARIO 125,24538000,0,KREDIT
FKH TANGERANG,BANTEN,BTDTGR220500018,2022-05-11,ONLINE,VARIO 125,21824000,0,KREDIT
FKH DARUL IMARAH,ACEH,BTDDRI220500002,2022-05-10,OFFLINE,VARIO 160,26881000,0,KREDIT
FKH NUNUKAN,KALIMANTANUTARA,BTDNUK220500013,2022-05-09,OFFLINE,BEAT,19940000,0,KREDIT
FKH TAYAH HULU,KALIMANTANBARAT,BTDTYN220500009,2022-05-09,OFFLINE,CB150R,30520000,0,KREDIT
FKH PAGAR ALAM,SUMATERASELATAN,BTDPGA220500012,2022-05-10,OFFLINE,PCX160,32570000,0,KREDIT
FKH BONTANG BARAT,KALIMANTANTIMUR,BTDBTB220500001,2022-05-10,OFFLINE,GENIO,20150000,0,KREDIT
FKH SIDRAP,SULAWESISELATAN,BTDSDP112204001,2022-05-10,ONLINE,SCOOPY,22920000,0,KREDIT
FKH ROTE,NUSATENGGARATIMUR,BTDRTE220500008,2022-05-09,OFFLINE,BEAT,20235000,0,KREDIT
FKH MAMASA,SULAWESIBARAT,BTDMMS220500002,2022-05-10,OFFLINE,BEAT,19380000,0,KREDIT
