CABANG,PROPINSI,NO ORDER,TANGGAL,SUMBER,SERIES,HARGA JUAL,DISKON,JENIS BAYAR
FKH SOE,NUSATENGGARATIMUR,BTDSOE220500032,2022-05-24,OFFLINE,REVO,17490000,0,KREDIT
FKH KOTA TENGAH,GORONTALO,BTDKOT220500017,2022-05-25,OFFLINE,REVO,17120000,0,KREDIT
FKH NEGARA,BALI,BTDNGR220500018,2022-05-25,OFFLINE,BEAT,19030000,0,KREDIT
FKH UNAHA,SULAWESITENGGARA,BTDUNH220500025,2022-05-29,OFFLINE,CBR 150R,38630000,0,KREDIT
FKH BELIMBING,KALIMANTANBARAT,BTDBLB220500022,2022-05-24,OFFLINE,CB150R,30520000,0,KREDIT
FKH KAMBERA,NUSATENGGARATIMUR,BTDKBE220500006,2022-05-23,OFFLINE,CB150R,32864000,0,KREDIT
FKH PALOPO,SULAWESISELATAN,BTDPLP220500068,2022-05-25,OFFLINE,REVO,18220000,0,KREDIT
FKH SEBERANG HULU,SUMATERASELATAN,BTDSBH220500018,2022-05-25,OFFLINE,REVO,16380000,0,KREDIT
FKH SLIPI,DKIJAKARTA,BTDSLP220500160,2022-05-25,ONLINE,VARIO 160,26154000,0,KREDIT
FKH KEFA,NUSATENGGARATIMUR,BTDKFA220500051,2022-05-24,OFFLINE,SCOOPY,24023000,0,KREDIT
FKH SINTANG,KALIMANTANBARAT,BTDSTG220500066,2022-05-23,OFFLINE,VARIO 160,28480000,0,KREDIT
FKH TANJUNG PANDAN,KEPULAUANBANGKABELIT,BTDTJP220500037,2022-05-24,OFFLINE,VARIO 125,25188000,0,KREDIT
FKH TANGERANG,BANTEN,BTDTGR220500146,2022-05-24,OFFLINE,VARIO 160,26504000,0,KREDIT
FKH MANGGAR,KEPULAUANBANGKABELIT,BTDMGR220500045,2022-05-24,OFFLINE,PCX160,38397000,0,KREDIT
FKH MANGGAR,KEPULAUANBANGKABELIT,BTDMGR220500049,2022-05-24,OFFLINE,VARIO 125,25188000,0,KREDIT
FKH TERNATE,MALUKUUTARA,BTDTTE220500118,2022-05-24,OFFLINE,GENIO,20940000,0,KREDIT
FKH FKHC SUKABUMI,LAMPUNG,BTDSUK220500058,2022-05-25,OFFLINE,VARIO 125,23579500,0,KREDIT
FKH PASANGKAYU,SULAWESIBARAT,BTDPKY220500045,2022-05-24,ONLINE,VARIO 125,24100000,0,KREDIT
FKH MARIORIAWA,SULAWESISELATAN,BTDMAR220500024,2022-05-24,ONLINE,PCX160,32180000,0,KREDIT
FKH PRINGSEWU,LAMPUNG,BTDPSW220500024,2022-05-24,OFFLINE,GENIO,19585000,0,KREDIT
FKH SINTANG,KALIMANTANBARAT,BTDSTG220500062,2022-05-23,OFFLINE,REVO,17180000,0,KREDIT
FKH SUKARAMI,SUMATERASELATAN,BTDSKM220400120,2022-05-24,ONLINE,BEAT,19865000,0,KREDIT
FKH BONE,SULAWESISELATAN,BTDBNE220500111,2022-05-24,OFFLINE,REVO,16290000,0,KREDIT
FKH MOROTAI SELATAN,MALUKUUTARA,BTDMRT220500015,2022-05-24,ONLINE,BEAT,21510000,0,KREDIT
FKH LOA JANAN ILIR(DLR)1,KALIMANTANTIMUR,BTDLJI220500051,2022-05-24,OFFLINE,VARIO 160,28790000,0,KREDIT
FKH KEPULAUAN SULA,MALUKUUTARA,BTDKKS220500008,2022-05-25,OFFLINE,BEAT,21050000,0,KREDIT
FKH KOLAKA,SULAWESITENGGARA,BTDKLK220400047,2022-05-30,OFFLINE,GENIO,21150000,0,KREDIT
FKH SINTANG,KALIMANTANBARAT,BTDSTG220500067,2022-05-24,OFFLINE,REVO,17180000,0,KREDIT
FKH SINTANG,KALIMANTANBARAT,BTDSTG220500068,2022-05-24,OFFLINE,REVO,17180000,0,KREDIT
FKHWAITABULA,NUSATENGGARATIMUR,BTDWTB220500024,2022-05-25,OFFLINE,REVO,17773500,0,KREDIT
FKH TERNATE UTARA,MALUKUUTARA,BTDTTU220500039,2022-05-24,OFFLINE,GENIO,20940000,0,KREDIT
FKH TERNATE TENGAH,MALUKUUTARA,BTDTNT220500029,2022-05-24,OFFLINE,GENIO,21570000,0,KREDIT
FKH KEPULAUAN SULA,MALUKUUTARA,BTDKKS220500010,2022-05-27,OFFLINE,BEAT,21950000,0,KREDIT
FKH KEPULAUAN SULA,MALUKUUTARA,BTDKKS220500009,2022-05-27,OFFLINE,BEAT,21050000,0,KREDIT
FKH MAKASSAR,SULAWESISELATAN,BTDMKS220500152,2022-05-24,OFFLINE,VARIO 125,24100000,0,KREDIT
FKH AMUNTAI,KALIMANTANSELATAN,BTDAMT220500037,2022-05-24,OFFLINE,VARIO 160,29356000,0,KREDIT
FKH MAKASSAR,SULAWESISELATAN,BTDMKS220500129,2022-05-24,OFFLINE,BEAT,19230000,0,KREDIT
FKH SEKAYU,SUMATERASELATAN,BTDSKY220500038,2022-05-24,OFFLINE,VARIO 125,24920000,0,KREDIT
FKH GORONTALO,GORONTALO,BTDGTO220500049,2022-05-25,OFFLINE,BEAT,19800000,0,KREDIT
FKH SAMARINDA ULU,KALIMANTANTIMUR,BTDSAU220500003,2022-05-24,OFFLINE,SUPRA GTR 150,25980000,0,KREDIT
FKH TAYAH HULU,KALIMANTANBARAT,BTDTYN220500023,2022-05-24,OFFLINE,REVO,17180000,0,KREDIT
FKH UNAHA,SULAWESITENGGARA,BTDUNH220500029,2022-05-29,OFFLINE,BEAT,20865000,0,KREDIT
FKH CIBADAK,JAWABARAT,BTDCBD220500015,2022-05-24,OFFLINE,BEAT,18500000,0,KREDIT
FKH TOBELO,MALUKUUTARA,BTDTBL220500040,2022-05-24,OFFLINE,SCOOPY,23650000,0,KREDIT
FKH AMBARAWA,LAMPUNG,BTDABW220400018,2022-05-25,OFFLINE,BEAT,19314500,0,KREDIT
FKH NAGRAK,JAWABARAT,BTDNGK220500022,2022-05-24,OFFLINE,VARIO 125,23250000,0,KREDIT
FKH KUPANG,NUSATENGGARATIMUR,BTDKPG220500053,2022-05-25,OFFLINE,BEAT,19439000,0,KREDIT
FKH SOFIFI,MALUKUUTARA,BTDSFI220500021,2022-05-25,ONLINE,BEAT,21050000,0,KREDIT
FKH TANJUNG,KALIMANTANSELATAN,BTDTJG220500034,2022-05-24,ONLINE,GENIO,19027000,0,KREDIT
FKH SLIPI,DKIJAKARTA,BTDSLP220500168,2022-05-25,OFFLINE,VARIO 160,26504000,0,KREDIT
FKH RANTEPAO,SULAWESISELATAN,BTDRTP220500013,2022-05-24,OFFLINE,BEAT,19650000,0,KREDIT
FKH SAMARINDA,KALIMANTANTIMUR,BTDSRI220500047,2022-05-24,OFFLINE,VARIO 160,28790000,0,KREDIT
FKH PRINGSEWU,LAMPUNG,BTDPSW220500055,2022-05-25,OFFLINE,CB150X,33716500,0,KREDIT
FKH DENPASAR,BALI,BTDDPR220500074,2022-05-24,OFFLINE,PCX160,36140000,0,KREDIT
FKH MANGGAR,KEPULAUANBANGKABELIT,BTDMGR220500052,2022-05-24,OFFLINE,PCX160,34811000,0,KREDIT
FKH BETUN,NUSATENGGARATIMUR,BTDBTN220500045,2022-05-25,OFFLINE,REVO,17490000,0,KREDIT
FKH MANGGAR,KEPULAUANBANGKABELIT,BTDMGR220500050,2022-05-24,OFFLINE,PCX160,34811000,0,KREDIT
FKH GRONG GRONG,ACEH,BTDGRG220500055,2022-05-24,OFFLINE,VARIO 125,23693000,0,KREDIT
FKH SUMBAWA,NUSATENGGARABARAT,BTDSBW220500031,2022-05-24,OFFLINE,BEAT,19945000,0,KREDIT
FKH SUKABUMI,JAWABARAT,BTDSKB220500059,2022-05-24,OFFLINE,PCX160,31500000,0,KREDIT
FKH TANJUNG,KALIMANTANSELATAN,BTDTJG220500035,2022-05-24,OFFLINE,BEAT,18664000,0,KREDIT
FKH UNAHA,SULAWESITENGGARA,BTDUNH220500027,2022-05-30,OFFLINE,SCOOPY,24570000,0,KREDIT
FKH MELIAU,KALIMANTANBARAT,BTDMIU220500011,2022-05-25,OFFLINE,SUPRAX125,21050000,0,KREDIT
FKH FKHC KARAWACI,BANTEN,BTDKWC220500038,2022-05-31,OFFLINE,VARIO 160,26504000,0,KREDIT
FKH KARAWANG,JAWABARAT,BTDKRW220500111,2022-05-24,OFFLINE,BEAT,18900000,0,KREDIT
FKH PONTIANAK SELATAN,KALIMANTANBARAT,BTDPTS220500010,2022-05-24,OFFLINE,VARIO 160,28180000,0,KREDIT
FKH KARAWANG,JAWABARAT,BTDKRW220500024,2022-05-27,OFFLINE,BEAT,18900000,0,KREDIT
FKH JUNGKAT,KALIMANTANBARAT,BTDJGT220400036,2022-05-24,OFFLINE,VARIO 125,24410000,0,KREDIT
FKH BETUN,NUSATENGGARATIMUR,BTDBTN220500048,2022-05-25,OFFLINE,VARIO 125,24888000,0,KREDIT
FKH SINTANG,KALIMANTANBARAT,BTDSTG220500069,2022-05-24,OFFLINE,REVO,17180000,0,KREDIT
FKH KARAWANG,JAWABARAT,BTDKRW220500095,2022-05-24,OFFLINE,CBR 150R,36450000,0,KREDIT
FKH SANGATTA UTARA,KALIMANTANTIMUR,BTDSGT220500068,2022-05-24,OFFLINE,VARIO 160,28790000,0,KREDIT
FKH MANGGAR,KEPULAUANBANGKABELIT,BTDMGR220500051,2022-05-24,OFFLINE,GENIO,21342000,0,KREDIT
FKH KAPUAS,KALIMANTANTENGAH,BTDPUA220500064,2022-05-24,OFFLINE,SCOOPY,23486000,0,KREDIT
FKH KARAWANG,JAWABARAT,BTDKRW220500137,2022-05-24,OFFLINE,PCX160,31550000,0,KREDIT
FKH BANDAR LAMPUNG,LAMPUNG,BTDLPG220500059,2022-05-25,OFFLINE,GENIO,19417000,0,KREDIT
FKH LOA JANAN ILIR(DLR)1,KALIMANTANTIMUR,BTDLJI220500052,2022-05-24,OFFLINE,CB150R,32490000,0,KREDIT
FKH MALINAU,KALIMANTANUTARA,BTDMLU220500030,2022-05-24,OFFLINE,VARIO 160,29020000,0,KREDIT
FKH TALIWANG,NUSATENGGARABARAT,BTDTLW220500016,2022-05-24,OFFLINE,BEAT,19945000,0,KREDIT
FKH LOA JANAN ILIR(DLR)1,KALIMANTANTIMUR,BTDLJI220500002,2022-05-24,OFFLINE,PCX160,34180000,0,KREDIT
FKH SUMBAWA,NUSATENGGARABARAT,BTDSBW220500066,2022-05-24,OFFLINE,VARIO 125,24720000,0,KREDIT
FKH GRONG GRONG,ACEH,BTDGRG220500060,2022-05-24,OFFLINE,VARIO 160,27231000,0,KREDIT
FKH SEKAYU,SUMATERASELATAN,BTDSKY220500037,2022-05-24,OFFLINE,BEAT,20365000,0,KREDIT
FKH BONTANG,KALIMANTANTIMUR,BTDBTA220500074,2022-05-24,OFFLINE,VARIO 160,28790000,0,KREDIT
FKH PANGKAL BALAM,KEPULAUANBANGKABELIT,BTDPGB220500019,2022-05-28,OFFLINE,VARIO 160,31771000,0,KREDIT
FKH WAIKABUBAK,NUSATENGGARATIMUR,BTDWKB220500056,2022-05-25,OFFLINE,BEAT,20155000,0,KREDIT
FKH SIMPANG BRAYAN,SUMATERAUTARA,BTDSPB220500019,2022-05-24,OFFLINE,GENIO,19780000,0,KREDIT
FKHKEMUNING,SUMATERASELATAN,BTDKMN220400051,2022-05-27,OFFLINE,BEAT,19865000,0,KREDIT
FKH ANTANG,SULAWESISELATAN,BTDATG220500074,2022-05-25,OFFLINE,GENIO,20390000,0,KREDIT
FKH KEFA,NUSATENGGARATIMUR,BTDKFA220500053,2022-05-25,OFFLINE,REVO,17490000,0,KREDIT
FKH BINTUHAN,BENGKULU,BTDBTH220500028,2022-05-24,OFFLINE,REVO,15450000,0,KREDIT
FKH PERBAUNGAN,SUMATERAUTARA,BTDPBG220500020,2022-05-24,OFFLINE,CB150R,29680000,0,KREDIT
FKH PARINDU,KALIMANTANBARAT,BTDPRD220500014,2022-05-27,ONLINE,REVO,17180000,0,KREDIT
FKH TANJUNG PANDAN,KEPULAUANBANGKABELIT,BTDTJP220500041,2022-05-25,OFFLINE,VARIO 125,25188000,0,KREDIT
FKH LEMBUR SITU,JAWABARAT,BTDLBS220500006,2022-05-25,OFFLINE,BEAT,18500000,0,KREDIT
FKH TANJUNG PANDAN,KEPULAUANBANGKABELIT,BTDTJP220500038,2022-05-25,OFFLINE,PCX160,34811000,0,KREDIT
FKHC CIKUPA,DKIJAKARTA,BTDCKU220400014,2022-05-30,OFFLINE,SUPRAX125,20088000,0,KREDIT
FKH WAIKABUBAK,NUSATENGGARATIMUR,BTDWKB220500057,2022-05-25,OFFLINE,BEAT,19956500,0,KREDIT
FKH MOROTAI SELATAN,MALUKUUTARA,BTDMRT220500016,2022-05-25,ONLINE,BEAT,21510000,0,KREDIT
FKH SEBERANG HULU,SUMATERASELATAN,BTDSBH220500019,2022-05-25,OFFLINE,BEAT,19865000,0,KREDIT
FKH SEBERANG HULU,SUMATERASELATAN,BTDSBH220500015,2022-05-25,OFFLINE,VARIO 160,27190000,0,KREDIT
FKH MANADO,SULAWESIUTARA,BTDMDO220400057,2022-05-24,OFFLINE,VARIO 160,27390000,0,KREDIT
FKH SANGATTA UTARA,KALIMANTANTIMUR,BTDSGT220500069,2022-05-24,OFFLINE,PCX160,34180000,0,KREDIT
FKH SINGKAWANG,KALIMANTANBARAT,BTDSKW220500022,2022-05-30,OFFLINE,VARIO 160,30540000,0,KREDIT
FKH PALOPO,SULAWESISELATAN,BTDPLP220500071,2022-05-24,OFFLINE,VARIO 160,29840000,0,KREDIT
FKH AMUNTAI,KALIMANTANSELATAN,BTDAMT220500038,2022-05-25,OFFLINE,VARIO 160,26367000,0,KREDIT
FKHWAITABULA,NUSATENGGARATIMUR,BTDWTB220500025,2022-05-25,OFFLINE,BEAT,19956500,0,KREDIT
FKH FKHC SUKABUMI,LAMPUNG,BTDSUK220500055,2022-05-25,OFFLINE,BEAT,19314500,0,KREDIT
FKH SEKAYU,SUMATERASELATAN,BTDSKY220500041,2022-05-24,OFFLINE,REVO,16880000,0,KREDIT
FKH SEKAYU,SUMATERASELATAN,BTDSKY220500015,2022-05-24,OFFLINE,GENIO,20980000,0,KREDIT
FKH PALOPO,SULAWESISELATAN,BTDPLP220500070,2022-05-27,OFFLINE,BEAT,20110000,0,KREDIT
FKH SEKAYU,SUMATERASELATAN,BTDSKY220500034,2022-05-24,OFFLINE,BEAT,20365000,0,KREDIT
FKH SEKAYU,SUMATERASELATAN,BTDSKY220500040,2022-05-24,OFFLINE,REVO,16880000,0,KREDIT
FKH PALEMBANG,SUMATERASELATAN,BTDPLM220500055,2022-05-25,OFFLINE,VARIO 125,24420000,0,KREDIT
FKH ANTANG,SULAWESISELATAN,BTDATG220500070,2022-05-25,OFFLINE,BEAT,19185000,0,KREDIT
FKH PARINDU,KALIMANTANBARAT,BTDPRD220500011,2022-05-24,ONLINE,REVO,17180000,0,KREDIT
FKH PERBAUNGAN,SUMATERAUTARA,BTDPBG220500022,2022-05-25,OFFLINE,VARIO 125,23330000,0,KREDIT
FKH TAMAFKHARI,KEPULAUANBANGKABELIT,BTDTMS220500028,2022-05-28,OFFLINE,VARIO 160,32407000,0,KREDIT
FKH LASUSUA,SULAWESITENGGARA,BTDLSU220500003,2022-05-28,OFFLINE,PCX160,36780000,0,KREDIT
FKH SUNGAI LIAT,KEPULAUANBANGKABELIT,BTDSNL220500046,2022-05-25,OFFLINE,VARIO 160,30874750,0,KREDIT
FKH DARUL IMARAH,ACEH,BTDDRI220500009,2022-05-25,OFFLINE,VARIO 125,23693000,0,KREDIT
FKH TOPOYO,SULAWESIBARAT,BTDTPY220500024,2022-05-24,OFFLINE,SCOOPY,23220000,0,KREDIT
FKH SLIPI,DKIJAKARTA,BTDSLP220500119,2022-05-27,OFFLINE,VARIO 160,29229000,0,KREDIT
FKH SUKARAMI,SUMATERASELATAN,BTDSKM220400077,2022-05-25,ONLINE,BEAT,19865000,0,KREDIT
FKH TANGERANG,BANTEN,BTDTGR220400137,2022-05-25,OFFLINE,PCX160,37005000,0,KREDIT
FKH TANGERANG,BANTEN,BTDTGR220400206,2022-05-30,OFFLINE,BEAT,18678000,0,KREDIT
FKH TOBELO,MALUKUUTARA,BTDTBL220500043,2022-05-24,OFFLINE,BEAT,21510000,0,KREDIT
FKHKEMUNING,SUMATERASELATAN,BTDKMN220500019,2022-05-25,OFFLINE,GENIO,19900000,0,KREDIT
FKH SAWAH BESAR,DKIJAKARTA,BTDSWB220500106,2022-05-25,OFFLINE,BEAT,18791000,0,KREDIT
FKH MANGGAR,KEPULAUANBANGKABELIT,BTDMGR220500053,2022-05-25,OFFLINE,BEAT,20175000,0,KREDIT
FKH PUTUSSIBAU,KALIMANTANBARAT,BTDPSU220500038,2022-05-25,OFFLINE,SUPRAX125,21050000,0,KREDIT
FKH SLIPI,DKIJAKARTA,BTDSLP220500184,2022-05-25,OFFLINE,BEAT,18791000,0,KREDIT
FKH TAMAFKHARI,KEPULAUANBANGKABELIT,BTDTMS220500027,2022-05-27,OFFLINE,VARIO 160,32407000,0,KREDIT
FKH KUPANG,NUSATENGGARATIMUR,BTDKPG220500059,2022-05-25,OFFLINE,SCOOPY,22864000,0,KREDIT
FKH SLIPI,DKIJAKARTA,BTDSLP220500185,2022-05-27,OFFLINE,BEAT,18791000,0,KREDIT
FKH LEMBUR SITU,JAWABARAT,BTDLBS220500015,2022-05-25,OFFLINE,GENIO,19325000,0,KREDIT
FKH PASANGKAYU,SULAWESIBARAT,BTDPKY220500046,2022-05-25,OFFLINE,SCOOPY,23520000,0,KREDIT
FKH PRABUMULIH,SUMATERASELATAN,BTDPBM220500026,2022-05-25,OFFLINE,VARIO 160,27690000,0,KREDIT
FKH SUKARAMI,SUMATERASELATAN,BTDSKM220500070,2022-05-27,ONLINE,REVO,16380000,0,KREDIT
FKH BATURAJA,SUMATERASELATAN,BTDBTR220500006,2022-05-25,OFFLINE,REVO,16880000,0,KREDIT
FKH SLIPI,BANTEN,BTDSLP220500170,2022-05-25,OFFLINE,PCX160,37005000,1000000,KREDIT
FKH SINTANG,KALIMANTANBARAT,BTDSTG220500070,2022-05-24,OFFLINE,ADV 150,40415000,0,KREDIT
FKH SANGATTA UTARA,KALIMANTANTIMUR,BTDSGT220500070,2022-05-25,OFFLINE,BEAT,19980000,0,KREDIT
FKH PRABUMULIH,SUMATERASELATAN,BTDPBM220500044,2022-05-25,OFFLINE,BEAT,20365000,0,KREDIT
FKH MANGGAR,KEPULAUANBANGKABELIT,BTDMGR220500055,2022-05-25,OFFLINE,VARIO 160,31486000,0,KREDIT
FKH ISIMU,GORONTALO,BTDISI220500010,2022-05-25,OFFLINE,BEAT,19800000,0,KREDIT
FKH GORONTALO,GORONTALO,BTDGTO220400140,2022-05-27,OFFLINE,SCOOPY,22320000,0,KREDIT
FKH KEMILING,LAMPUNG,BTDKMI220500007,2022-05-27,OFFLINE,GENIO,20176000,0,KREDIT
FKH DENPASAR,BALI,BTDDPR220500080,2022-05-25,OFFLINE,VARIO 160,26980000,0,KREDIT
FKH BANJARMASIN,KALIMANTANSELATAN,BTDBJM220500035,2022-05-25,OFFLINE,CBR 150R,36744000,0,KREDIT
FKH BANJARMASIN,KALIMANTANSELATAN,BTDBJM220500039,2022-05-25,OFFLINE,GENIO,19764000,0,KREDIT
FKH LOA JANAN ILIR(DLR)1,KALIMANTANTIMUR,BTDTEN220500012,2022-05-28,OFFLINE,BEAT,19980000,0,KREDIT
FKH PRABUMULIH,SUMATERASELATAN,BTDPBM220500050,2022-05-25,OFFLINE,BEAT,20365000,0,KREDIT
FKH JENGGALA,NUSATENGGARABARAT,BTDJGL220500001,2022-05-25,OFFLINE,VARIO 160,27950000,0,KREDIT
FKH KEFA,NUSATENGGARATIMUR,BTDKFA220500055,2022-05-25,OFFLINE,REVO,17490000,0,KREDIT
FKH PRABUMULIH,SUMATERASELATAN,BTDPBM220500052,2022-05-25,OFFLINE,VARIO 125,24920000,0,KREDIT
FKH JAMBI,JAMBI,BTDJMB220400214,2022-05-25,OFFLINE,BEAT,17435000,0,KREDIT
FKH JAMBI,JAMBI,BTDJMB220500080,2022-05-25,OFFLINE,REVO,14470000,0,KREDIT
FKH TOBELO,MALUKUUTARA,BTDTBL220500039,2022-05-25,OFFLINE,REVO,18130000,0,KREDIT
FKH SOFIFI,MALUKUUTARA,BTDSFI220500022,2022-05-25,ONLINE,REVO,17850000,0,KREDIT
FKH KLUNGKUNG,BALI,BTDKLG220500030,2022-05-25,ONLINE,VARIO 160,26980000,0,KREDIT
FKH PASANGKAYU,SULAWESIBARAT,BTDPKY220500048,2022-05-25,ONLINE,BEAT,19780000,0,KREDIT
FKH TANGERANG,BANTEN,BTDTGR220500076,2022-05-31,OFFLINE,VARIO 125,22174000,0,KREDIT
FKH TERNATE UTARA,MALUKUUTARA,BTDTTU220500042,2022-05-29,OFFLINE,SCOOPY,23150000,0,KREDIT
FKH BENGKULU,BENGKULU,BTDBKL220500105,2022-05-25,OFFLINE,VARIO 160,26330000,0,KREDIT
FKH PUTUSSIBAU,KALIMANTANBARAT,BTDPSU220500039,2022-05-25,OFFLINE,REVO,17180000,0,KREDIT
FKH MAKASSAR,SULAWESISELATAN,BTDMKS220500116,2022-05-25,OFFLINE,BEAT,19185000,0,KREDIT
FKH SLIPI,DKIJAKARTA,BTDSLP220500182,2022-05-27,OFFLINE,VARIO 125,23866500,0,KREDIT
FKH BETUN,NUSATENGGARATIMUR,BTDBTN220500046,2022-05-30,OFFLINE,REVO,17490000,0,KREDIT
FKHMAULAFA,NUSATENGGARATIMUR,BTDMLF220500019,2022-05-25,OFFLINE,BEAT,19439000,0,KREDIT
FKH PASANGKAYU,SULAWESIBARAT,BTDPKY220500047,2022-05-25,ONLINE,SCOOPY,22720000,0,KREDIT
FKH KAHU,SULAWESISELATAN,BTDKHU220500011,2022-05-27,OFFLINE,BEAT,19330000,0,KREDIT
FKH MAMUJU,SULAWESIBARAT,BTDMMJ220500025,2022-05-25,OFFLINE,REVO,18120000,0,KREDIT
FKH SAROLANGUN,JAMBI,BTDSRO220500055,2022-05-25,OFFLINE,REVO,14470000,0,KREDIT
FKH SIMPANG BRAYAN,SUMATERAUTARA,BTDSPB220500014,2022-05-25,OFFLINE,VARIO 160,26880000,0,KREDIT
FKH SAROLANGUN,JAMBI,BTDSRO220500054,2022-05-25,OFFLINE,VARIO 160,28130000,0,KREDIT
FKH PERBAUNGAN,SUMATERAUTARA,BTDPBG220500023,2022-05-25,OFFLINE,BEAT,19030000,0,KREDIT
FKH JAMBI,JAMBI,BTDJMB220300106,2022-05-27,OFFLINE,GENIO,18410000,0,KREDIT
FKH SUKARAMI,SUMATERASELATAN,BTDSKM220500073,2022-05-25,ONLINE,SUPRAX125,20610000,0,KREDIT
FKH GRONG GRONG,ACEH,BTDGRG220500065,2022-05-25,OFFLINE,VARIO 160,27231000,0,KREDIT
FKH MANDONGA,SULAWESITENGGARA,BTDMDA220500008,2022-05-25,OFFLINE,GENIO,21150000,0,KREDIT
FKH MAKASSAR,SULAWESISELATAN,BTDMKS220500066,2022-05-25,OFFLINE,BEAT,19230000,0,KREDIT
FKH SAROLANGUN,JAMBI,BTDSRO220400160,2022-05-27,OFFLINE,BEAT,17435000,0,KREDIT
FKH TOPOYO,SULAWESIBARAT,BTDTPY220500026,2022-05-25,OFFLINE,SCOOPY,23220000,0,KREDIT
FKH BALIKPAPAN,KALIMANTANTIMUR,BTDBPN220500021,2022-05-25,OFFLINE,VARIO 125,24330000,0,KREDIT
FKH PERBAUNGAN,SUMATERAUTARA,BTDPBG220500016,2022-05-25,OFFLINE,SUPRAX125,20360000,0,KREDIT
FKHPARITTANJUNGPANDAN,KEPULAUANBANGKABELIT,BTDPRT220500010,2022-05-25,OFFLINE,VARIO 125,25744000,0,KREDIT
FKH SAMARINDA,KALIMANTANTIMUR,BTDSRI220500034,2022-05-25,OFFLINE,GENIO,21160000,0,KREDIT
FKH JAMBI,JAMBI,BTDJMB220500090,2022-05-25,OFFLINE,REVO,14470000,0,KREDIT
FKH BALIKPAPAN SELATAN,KALIMANTANTIMUR,BTDBPS220500004,2022-05-25,OFFLINE,GENIO,21230000,0,KREDIT
FKH SAROLANGUN,JAMBI,BTDSRO220400035,2022-05-25,OFFLINE,PCX160,34160000,0,KREDIT
FKH PERBAUNGAN,SUMATERAUTARA,BTDPBG220500024,2022-05-25,OFFLINE,GENIO,19780000,0,KREDIT
FKH MAKALE,SULAWESISELATAN,BTDMKL220500050,2022-05-28,OFFLINE,BEAT,19650000,0,KREDIT
FKH KEMBANG TANJONG,ACEH,BTDKBJ220500006,2022-05-25,OFFLINE,BEAT,19534000,0,KREDIT
FKH BACAN,MALUKUUTARA,BTDBCN220500048,2022-05-27,OFFLINE,BEAT,20600000,0,KREDIT
FKH BINTUHAN,BENGKULU,BTDBTH220500010,2022-05-25,OFFLINE,BEAT,19135000,0,KREDIT
FKH TERNATE,MALUKUUTARA,BTDTTE220500123,2022-05-25,OFFLINE,BEAT,21110000,0,KREDIT
FKH ENDE,NUSATENGGARATIMUR,BTDNDE220500024,2022-05-25,OFFLINE,VARIO 125,24132500,0,KREDIT
FKH BINTUHAN,BENGKULU,BTDBTH220500013,2022-05-25,OFFLINE,BEAT,18440000,0,KREDIT
FKH PALOPO,SULAWESISELATAN,BTDPLP220500056,2022-05-25,OFFLINE,GENIO,20390000,0,KREDIT
FKH TANJUNG PANDAN,KEPULAUANBANGKABELIT,BTDTJP220500040,2022-05-25,OFFLINE,PCX160,35161000,0,KREDIT
FKH FKHC SUKABUMI,LAMPUNG,BTDSUK220500014,2022-05-27,OFFLINE,VARIO 160,26935000,0,KREDIT
FKH BENGKULU,BENGKULU,BTDBKL220500109,2022-05-25,OFFLINE,VARIO 125,22730000,0,KREDIT
FKH MATARAM BARU,LAMPUNG,BTDMRB220500009,2022-05-27,OFFLINE,VARIO 160,30023000,0,KREDIT
FKH BELIMBING,KALIMANTANBARAT,BTDBLB220500024,2022-05-25,OFFLINE,GENIO,20320000,0,KREDIT
FKH MAKASSAR,SULAWESISELATAN,BTDMKS220500159,2022-05-27,OFFLINE,BEAT,18820000,0,KREDIT
FKH NANGA PINOH,KALIMANTANBARAT,BTDNPH220500071,2022-05-27,OFFLINE,REVO,17180000,0,KREDIT
FKH BONTANG,KALIMANTANTIMUR,BTDBTA220500082,2022-05-27,OFFLINE,VARIO 160,28790000,0,KREDIT
FKH AMUNTAI TENGAH,KALIMANTANSELATAN,BTDATT220500015,2022-05-25,OFFLINE,VARIO 160,26367000,0,KREDIT
FKH LASUSUA,SULAWESITENGGARA,BTDLSU220500004,2022-05-28,OFFLINE,BEAT,19900000,0,KREDIT
FKH LOA JANAN ILIR(DLR)1,KALIMANTANTIMUR,BTDLJI220500054,2022-05-25,OFFLINE,GENIO,21160000,0,KREDIT
FKH SEMANU,DAERAHISTIMEWAYOGYAK,BTDSNU220500005,2022-05-25,OFFLINE,VARIO 125,23210000,0,KREDIT
FKH MARTAPURA,SUMATERASELATAN,BTDMTP220500023,2022-05-25,ONLINE,BEAT,20365000,0,KREDIT
FKH SANGATTA UTARA,KALIMANTANTIMUR,BTDSGT220500072,2022-05-25,OFFLINE,BEAT,19980000,0,KREDIT
FKH TERNATE,MALUKUUTARA,BTDTTE220500125,2022-05-25,OFFLINE,BEAT,21010000,0,KREDIT
FKH MALINAU,KALIMANTANUTARA,BTDMLU220500031,2022-05-25,OFFLINE,VARIO 150,27345000,0,KREDIT
FKH LOA JANAN ILIR(DLR)1,KALIMANTANTIMUR,BTDLJI220500050,2022-05-25,OFFLINE,VARIO 160,28790000,0,KREDIT
FKH BONTANG,KALIMANTANTIMUR,BTDBTA220500083,2022-05-27,OFFLINE,GENIO,21160000,0,KREDIT
